deal_id;deal_name;company;owner;hubspot_owner_id;stage;amount_usd;close_date;days_in_stage;last_activity_date;last_activity_days_ago;Risk_>45_days;Risk_>60_days;Risk_>90_days;last_activity_type;region;product_line;industry;forecast_category;probability;contact_count;email_log_count;task_count;meeting_count;engagement_score;source;google_deal_type;deal_created_date;last_modified_date;invoice_date;invoice_amount_usd; invoice_amount_local ;currency;payment_status;payment_date;payment_method;days_overdue;invoice_type;tax_id;margin_percent
D-2528;Deal 128 - Opportunity;Client_128;Pedro Gonzalez;HO-4762;Proposal;304737;3/07/26;55;15/04/26;35;no;no;si;Meeting;Colombia;Cloud Solutions;Technology;Best Case;83;7;14;11;2;35;Partner;Google Cloud;12/04/26;30/03/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2529;Deal 129 - Opportunity;Client_129;Carlos Ruiz;HO-1797;Discovery;15939;17/07/26;77;6/04/26;44;no;no;si;Proposal Sent;Chile;Hardware;Retail;Pipeline;11;7;23;1;6;56;Partner;N/A;24/02/26;2/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2530;Deal 130 - Opportunity;Client_130;Carlos Ruiz;HO-6253;Discovery;55967;9/07/26;74;11/04/26;39;no;no;si;Proposal Sent;Mexico;Support;Technology;Pipeline;28;7;9;4;10;66;Partner;Partner Opportunity;3/02/26;3/05/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2531;Deal 131 - Opportunity;Client_131;Unassigned;;Proposal;100960;10/07/26;86;29/12/25;142;si;si;si;Demo;Mexico;Consulting;Education;Best Case;71;10;22;13;6;19;Sales Development;Partner Opportunity;4/03/26;2/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2532;Deal 132 - Opportunity;Client_132;Pedro Gonzalez;HO-7824;Discovery;29990;16/08/26;8;14/04/26;36;no;no;si;Meeting;Chile;Services;Government;Pipeline;24;4;12;7;4;26;Sales Development;Google Cloud;26/12/25;27/03/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2533;Deal 133 - Opportunity;Client_133;Roberto Sanchez;HO-4082;Qualification;63956;17/07/26;6;25/03/26;56;si;no;si;Email;Chile;Cloud Solutions;Technology;Pipeline;44;6;15;6;5;38;Inbound;Google Workspace;3/03/26;3/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2534;Deal 134 - Opportunity;Client_134;Inactive User;HO-6269;Proposal;60578;24/06/26;118;19/01/26;121;si;si;si;Demo;Bolivia;Hardware;Government;Best Case;66;9;12;14;8;83;Sales Development;Google Marketing;13/02/26;27/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2535;Deal 135 - Opportunity;Client_135;Catalina Reyes;HO-1749;Proposal;331446;12/06/26;48;29/04/26;21;no;no;si;Meeting;Bolivia;Cloud Solutions;Government;Best Case;70;7;23;4;0;33;Referral;N/A;23/11/25;4/04/26;18/06/26;148438,31;145144,85;USD;Pending;0;Bank Transfer;0;Product;TAX-646174;42,7
D-2536;Deal 136 - Opportunity;Client_136;Sofia Martinez;HO-6530;Qualification;39088;10/07/26;71;8/04/26;42;no;no;si;Proposal Sent;Chile;Services;Healthcare;Pipeline;32;8;24;15;10;94;Event;Partner Opportunity;8/03/26;4/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2537;Deal 137 - Opportunity;Client_137;Sofia Martinez;HO-2217;Discovery;56691;30/07/26;8;16/04/26;34;no;no;si;Email;Mexico;Support;Energy;Pipeline;27;1;24;0;6;17;Existing Client;Google Workspace;3/04/26;5/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2538;Deal 138 - Opportunity;Client_138;Pedro Gonzalez;HO-8993;Discovery;149513;31/07/26;120;10/04/26;40;no;no;si;Meeting;Paraguay;Consulting;Logistics;Pipeline;30;0;0;17;8;52;Inbound;Google Cloud;6/12/25;4/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2539;Deal 139 - Opportunity;Client_139;Luis Vargas;HO-9591;Proposal;42727;10/06/26;14;22/03/26;59;si;no;si;Email;Colombia;Support;Government;Best Case;85;4;7;6;9;67;Sales Development;Google Marketing;11/02/26;31/03/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2540;Deal 140 - Opportunity;Client_140;Ana Silva;HO-1519;Discovery;195203;8/07/26;88;28/03/26;53;si;no;si;Email;Venezuela;Consulting;Legal;Pipeline;17;2;12;12;6;70;Event;Google Cloud;18/04/26;6/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2541;Deal 141 - Opportunity;Client_141;Catalina Reyes;HO-4463;Negotiation;96620;27/06/26;118;17/05/26;3;no;no;si;Call;Venezuela;Services;Legal;Best Case;46;15;8;1;1;87;Sales Development;N/A;27/11/25;8/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2542;Deal 142 - Opportunity;Client_142;Unassigned;;Proposal;106829;14/07/26;106;25/12/25;146;si;si;si;Email;Ecuador;Cloud Solutions;Healthcare;Best Case;84;9;5;18;3;72;Event;N/A;26/01/26;26/04/26;20/07/26;32555;31715,89;USD;Partial;0;Credit Card;0;Product;TAX-940383;39,1
D-2543;Deal 143 - Opportunity;Client_143;Sofia Martinez;HO-6580;Negotiation;54752;31/05/26;56;5/05/26;15;no;no;si;Email;Peru;Support;Government;Best Case;43;12;24;10;0;81;Sales Development;Partner Opportunity;16/12/25;6/05/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2544;Deal 144 - Opportunity;Client_144;Diego Morales;HO-5037;Proposal;55619;4/06/26;99;10/04/26;40;no;no;si;Task;Venezuela;Hardware;Insurance;Best Case;72;2;2;8;2;48;Existing Client;Google Workspace;11/01/26;30/04/26;13/06/26;26393,3;25558,07;USD;Partial;0;Bank Transfer;0;Product;TAX-615524;17,4
D-2545;Deal 145 - Opportunity;Client_145;Maria Lopez;HO-8061;Qualification;35636;15/06/26;17;14/05/26;6;no;no;si;Call;Colombia;Services;Energy;Pipeline;33;14;17;17;8;52;Inbound;Google Cloud;29/03/26;28/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2546;Deal 146 - Opportunity;Client_146;Ana Silva;HO-4977;Qualification;36988;14/06/26;93;23/03/26;58;si;no;si;Demo;Venezuela;Cloud Solutions;Technology;Pipeline;49;5;21;12;2;17;Sales Development;Google Marketing;11/02/26;19/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2547;Deal 147 - Opportunity;Client_147;Inactive User;HO-5040;Qualification;133626;29/07/26;10;19/12/25;152;si;si;si;Task;Mexico;Consulting;Technology;Pipeline;40;15;19;19;3;58;Inbound;Google Workspace;2/02/26;20/05/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2548;Deal 148 - Opportunity;Client_148;Ana Silva;HO-4290;Qualification;55241;17/07/26;18;30/04/26;20;no;no;si;Task;Venezuela;Services;Energy;Pipeline;45;15;10;5;6;40;Sales Development;Partner Opportunity;24/11/25;31/03/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2549;Deal 149 - Opportunity;Client_149;Diego Morales;HO-1440;Discovery;38751;1/07/26;76;15/04/26;35;no;no;si;Call;Argentina;Consulting;Logistics;Pipeline;28;14;30;6;7;37;Existing Client;Google Cloud;6/01/26;7/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2550;Deal 150 - Opportunity;Client_150;Luis Vargas;HO-8851;Discovery;35078;8/08/26;49;15/05/26;5;no;no;si;Meeting;Chile;Services;Insurance;Pipeline;23;12;17;16;6;69;Inbound;Google Marketing;4/12/25;12/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2551;Deal 151 - Opportunity;Client_151;Maria Lopez;HO-7547;Proposal;137616;10/07/26;79;17/05/26;3;no;no;si;Demo;Peru;Hardware;Insurance;Best Case;65;10;30;13;1;1;Inbound;Google Marketing;23/02/26;18/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2552;Deal 152 - Opportunity;Client_152;Roberto Sanchez;HO-3469;Qualification;70726;22/07/26;76;5/04/26;45;no;no;si;Demo;Chile;Consulting;Logistics;Pipeline;49;11;0;15;1;37;Event;Google Cloud;22/03/26;28/03/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2553;Deal 153 - Opportunity;Client_153;Sofia Martinez;HO-2599;Proposal;23041;2/07/26;62;27/04/26;23;no;no;si;Meeting;Ecuador;Services;Logistics;Best Case;66;14;23;14;5;8;Sales Development;Google Cloud;22/03/26;19/05/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2554;Deal 154 - Opportunity;Client_154;Maria Lopez;HO-4798;Discovery;81076;10/07/26;72;22/04/26;28;no;no;si;Meeting;Mexico;Hardware;Education;Pipeline;15;12;20;5;2;81;Existing Client;Partner Opportunity;9/01/26;19/05/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2555;Deal 155 - Opportunity;Client_155;Pedro Gonzalez;HO-2025;Qualification;98709;22/06/26;27;2/05/26;18;no;no;si;Proposal Sent;Bolivia;Support;Telecom;Pipeline;47;3;25;17;2;46;Sales Development;Google Workspace;24/12/25;13/05/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2556;Deal 156 - Opportunity;Client_156;Catalina Reyes;HO-8501;Qualification;31785;16/07/26;15;27/04/26;23;no;no;si;Task;Paraguay;Services;Legal;Pipeline;37;5;26;9;9;75;Inbound;Google Workspace;30/01/26;13/05/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2557;Deal 157 - Opportunity;Client_157;Maria Lopez;HO-7286;Discovery;70492;15/07/26;77;11/05/26;9;no;no;si;Demo;Mexico;Services;Government;Pipeline;22;13;5;15;10;68;Existing Client;Google Workspace;29/11/25;10/05/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2558;Deal 158 - Opportunity;Client_158;Sofia Martinez;HO-7290;Proposal;78546;30/05/26;63;11/05/26;9;no;no;si;Call;Mexico;Services;Energy;Best Case;71;15;13;15;6;90;Event;Partner Opportunity;9/03/26;15/05/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2559;Deal 159 - Opportunity;Client_159;Pedro Gonzalez;HO-9115;Discovery;102232;29/06/26;100;20/04/26;30;no;no;si;Demo;Argentina;Cloud Solutions;Technology;Pipeline;19;3;18;3;4;99;Referral;Google Marketing;3/12/25;29/03/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2560;Deal 160 - Opportunity;Client_160;Catalina Reyes;HO-8368;Discovery;113309;6/08/26;32;30/04/26;20;no;no;si;Email;Paraguay;Hardware;Telecom;Pipeline;30;8;11;2;7;15;Partner;Google Workspace;21/11/25;6/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2561;Deal 161 - Opportunity;Client_161;Diego Morales;HO-5605;Negotiation;43100;28/05/26;73;27/04/26;23;no;no;si;Demo;Mexico;Support;Manufacturing;Best Case;53;5;10;9;4;73;Sales Development;N/A;27/03/26;12/05/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2562;Deal 162 - Opportunity;Client_162;Diego Morales;HO-5055;Discovery;66908;4/07/26;19;4/04/26;46;si;no;si;Task;Colombia;Services;Insurance;Pipeline;14;12;15;4;9;80;Sales Development;Partner Opportunity;14/01/26;22/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2563;Deal 163 - Opportunity;Client_163;Unassigned;;Negotiation;137700;23/06/26;63;12/01/26;128;si;si;si;Demo;Peru;Consulting;Education;Best Case;63;0;27;2;7;81;Existing Client;Google Marketing;4/04/26;31/03/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2564;Deal 164 - Opportunity;Client_164;Pedro Gonzalez;HO-8951;Qualification;87330;30/06/26;71;13/04/26;37;no;no;si;Call;Venezuela;Hardware;Energy;Pipeline;34;10;28;1;0;12;Existing Client;Partner Opportunity;16/04/26;13/05/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2565;Deal 165 - Opportunity;Client_165;Sofia Martinez;HO-5945;Negotiation;45349;6/06/26;89;22/03/26;59;si;no;si;Call;Bolivia;Consulting;Financial;Best Case;67;5;27;8;1;83;Sales Development;Google Marketing;30/03/26;27/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2566;Deal 166 - Opportunity;Client_166;Sofia Martinez;HO-2494;Qualification;172001;27/07/26;30;22/04/26;28;no;no;si;Proposal Sent;Colombia;Consulting;Insurance;Pipeline;47;3;0;6;7;9;Partner;N/A;22/02/26;17/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2567;Deal 167 - Opportunity;Client_167;Carlos Ruiz;HO-4751;Negotiation;38870;8/07/26;17;19/04/26;31;no;no;si;Email;Colombia;Services;Retail;Best Case;67;12;2;3;1;40;Sales Development;Google Marketing;16/03/26;26/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2568;Deal 168 - Opportunity;Client_168;Sofia Martinez;HO-4490;Proposal;85619;10/07/26;22;21/04/26;29;no;no;si;Task;Mexico;Cloud Solutions;Education;Best Case;79;4;29;13;9;87;Event;Google Workspace;29/03/26;24/03/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2569;Deal 169 - Opportunity;Client_169;Inactive User;HO-5537;Qualification;13670;29/06/26;102;14/02/26;95;si;si;si;Call;Peru;Support;Government;Pipeline;38;2;7;17;9;76;Existing Client;N/A;7/02/26;1/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2570;Deal 170 - Opportunity;Client_170;Carlos Ruiz;HO-1894;Proposal;94771;16/07/26;51;1/05/26;19;no;no;si;Proposal Sent;Argentina;Hardware;Education;Best Case;66;7;15;12;1;30;Event;N/A;2/04/26;17/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2571;Deal 171 - Opportunity;Client_171;Carlos Ruiz;HO-3830;Qualification;70981;5/07/26;47;15/04/26;35;no;no;si;Proposal Sent;Ecuador;Services;Manufacturing;Pipeline;43;15;30;2;0;75;Inbound;Google Cloud;12/02/26;7/05/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2572;Deal 172 - Opportunity;Client_172;Unassigned;;Qualification;32820;11/07/26;99;20/12/25;151;si;si;si;Meeting;Colombia;Consulting;Education;Pipeline;47;12;2;20;8;68;Referral;Google Workspace;8/02/26;15/05/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2573;Deal 173 - Opportunity;Client_173;Roberto Sanchez;HO-2083;Qualification;84133;19/07/26;98;27/03/26;54;si;no;si;Proposal Sent;Chile;Hardware;Education;Pipeline;43;9;22;13;3;7;Partner;Google Cloud;30/12/25;13/05/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2574;Deal 174 - Opportunity;Client_174;Carlos Ruiz;HO-3684;Closed Won;45577;15/05/26;0;5/04/26;45;no;no;si;Email;Argentina;Hardware;Retail;Closed Won;100;15;30;11;8;66;Existing Client;Google Marketing;9/03/26;27/04/26;12/07/26;15192,31;14791,7;CLP;Pending;0;Check;0;Product;TAX-272132;40,3
D-2575;Deal 175 - Opportunity;Client_175;Inactive User;HO-2262;Qualification;234681;26/06/26;68;5/03/26;76;si;si;si;Task;Argentina;Cloud Solutions;Financial;Pipeline;38;15;14;16;5;7;Event;N/A;9/03/26;27/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2576;Deal 176 - Opportunity;Client_176;Maria Lopez;HO-6963;Proposal;38539;30/05/26;32;17/05/26;3;no;no;si;Meeting;Peru;Hardware;Government;Best Case;61;12;29;4;2;4;Referral;Partner Opportunity;22/02/26;30/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2577;Deal 177 - Opportunity;Client_177;Ana Silva;HO-4656;Qualification;249555;22/07/26;116;16/05/26;4;no;no;si;Call;Argentina;Cloud Solutions;Legal;Pipeline;41;1;30;12;1;59;Sales Development;Google Marketing;27/01/26;15/05/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2578;Deal 178 - Opportunity;Client_178;Carlos Ruiz;HO-7033;Proposal;67209;16/07/26;80;4/05/26;16;no;no;si;Meeting;Ecuador;Hardware;Technology;Best Case;69;15;24;6;8;97;Partner;Google Workspace;19/04/26;22/03/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2579;Deal 179 - Opportunity;Client_179;Pedro Gonzalez;HO-7164;Negotiation;94306;15/06/26;1;1/04/26;49;si;no;si;Proposal Sent;Paraguay;Services;Insurance;Best Case;40;9;3;6;8;30;Event;Partner Opportunity;5/04/26;11/05/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2580;Deal 180 - Opportunity;Client_180;Maria Lopez;HO-2565;Qualification;33565;8/07/26;96;14/05/26;6;no;no;si;Demo;Colombia;Hardware;Education;Pipeline;36;4;20;12;1;75;Referral;Google Cloud;30/12/25;8/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2581;Deal 181 - Opportunity;Client_181;Pedro Gonzalez;HO-6211;Negotiation;40696;8/07/26;107;2/04/26;48;si;no;si;Task;Argentina;Services;Logistics;Best Case;65;14;8;7;1;25;Partner;N/A;24/03/26;11/05/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2582;Deal 182 - Opportunity;Client_182;Inactive User;HO-6051;Qualification;49291;1/07/26;99;27/01/26;113;si;si;si;Meeting;Bolivia;Consulting;Logistics;Pipeline;42;14;8;3;1;20;Existing Client;Google Marketing;10/04/26;7/05/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2583;Deal 183 - Opportunity;Client_183;Ana Silva;HO-5896;Discovery;325525;14/07/26;66;16/05/26;4;no;no;si;Proposal Sent;Mexico;Cloud Solutions;Government;Pipeline;21;8;26;5;0;51;Event;N/A;1/12/25;5/05/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2584;Deal 184 - Opportunity;Client_184;Unassigned;;Closed Won;133441;23/04/26;0;8/02/26;101;si;si;si;Call;Peru;Hardware;Retail;Closed Won;100;6;26;12;5;87;Existing Client;Google Cloud;22/11/25;13/04/26;7/05/26;66720,4;68468,01;USD;Paid;13/05/26;Bank Transfer;0;Product;TAX-895720;46,7
D-2585;Deal 185 - Opportunity;Client_185;Maria Lopez;HO-3007;Negotiation;108831;2/06/26;12;23/03/26;58;si;no;si;Task;Colombia;Cloud Solutions;Healthcare;Best Case;68;1;30;14;0;21;Referral;Partner Opportunity;9/01/26;19/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2586;Deal 186 - Opportunity;Client_186;Unassigned;;Discovery;104098;6/07/26;36;12/12/25;159;si;si;si;Call;Venezuela;Hardware;Logistics;Pipeline;15;1;19;19;9;31;Existing Client;Google Marketing;14/12/25;24/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2587;Deal 187 - Opportunity;Client_187;Catalina Reyes;HO-5082;Qualification;290597;21/06/26;83;24/03/26;57;si;no;si;Demo;Colombia;Cloud Solutions;Technology;Pipeline;38;0;12;11;7;69;Event;Google Marketing;27/11/25;18/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2588;Deal 188 - Opportunity;Client_188;Luis Vargas;HO-9674;Proposal;205440;18/07/26;36;16/05/26;4;no;no;si;Meeting;Mexico;Cloud Solutions;Logistics;Best Case;60;11;24;18;3;20;Inbound;Google Workspace;18/02/26;3/05/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2589;Deal 189 - Opportunity;Client_189;Carlos Ruiz;HO-6878;Qualification;57669;20/06/26;31;12/04/26;38;no;no;si;Task;Chile;Support;Telecom;Pipeline;30;0;22;11;9;72;Partner;N/A;3/03/26;28/03/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2590;Deal 190 - Opportunity;Client_190;Catalina Reyes;HO-1326;Proposal;31767;2/06/26;30;11/04/26;39;no;no;si;Call;Paraguay;Services;Manufacturing;Best Case;62;15;0;10;9;25;Partner;Google Marketing;6/03/26;23/03/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2591;Deal 191 - Opportunity;Client_191;Ana Silva;HO-6978;Proposal;55258;18/07/26;15;26/03/26;55;si;no;si;Demo;Colombia;Cloud Solutions;Manufacturing;Best Case;64;2;11;12;9;12;Sales Development;Google Marketing;28/01/26;12/05/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
